genus	class	phylum
Dulcicalothrix	Cyanophyceae	Cyanobacteriota
Halanaerobium	Clostridia	Bacillota
Ectothiorhodosinus	Gammaproteobacteria	Pseudomonadota
Caldilinea	Caldilineae	Chloroflexota
Vallicoccus	Actinomycetes	Actinomycetota
Chachezhania	Alphaproteobacteria	Pseudomonadota
Planotetraspora	Actinomycetes	Actinomycetota
Alistipes	Bacteroidia	Bacteroidota
Xylella	Gammaproteobacteria	Pseudomonadota
Oribacterium	Clostridia	Bacillota
Pyramidobacter	Synergistia	Synergistota
Desulfurobacterium	Aquificae	Aquificota
Halobacillus	Bacilli	Bacillota
Fervidobacterium	Thermotogae	Thermotogota
NA	Acidimicrobiia	Actinomycetota
Anaerospora	Negativicutes	Bacillota
Chroogloeocystis	Cyanophyceae	Cyanobacteriota
NA	Holophagae	Acidobacteriota
Poseidonibacter	Epsilonproteobacteria	Campylobacterota
Gynurincola	Chitinophagia	Bacteroidota
Trebonia	Actinomycetes	Actinomycetota
Lujinxingia	Deltaproteobacteria	NA
Parasedimentitalea	Alphaproteobacteria	Pseudomonadota
Veillonella	Negativicutes	Bacillota
Lutibacter	Flavobacteriia	Bacteroidota
Frigoribacterium	Actinomycetes	Actinomycetota
Acetivibrio	Clostridia	Bacillota
Lacihabitans	Cytophagia	Bacteroidota
Arthrospiribacter	Cytophagia	Bacteroidota
Lachnoanaerobaculum	Clostridia	Bacillota
Lautropia	Betaproteobacteria	Pseudomonadota
Leptotrichia	Fusobacteriia	Fusobacteriota
Solirhodobacter	Alphaproteobacteria	Pseudomonadota
Tabrizicola	Alphaproteobacteria	Pseudomonadota
Aquabacter	Alphaproteobacteria	Pseudomonadota
Seramator	Bacteroidia	Bacteroidota
Roseococcus	Alphaproteobacteria	Pseudomonadota
Magnetaquicoccus	Alphaproteobacteria	Pseudomonadota
Candidatus Chloroploca	Chloroflexia	Chloroflexota
Albitalea	Betaproteobacteria	Pseudomonadota
Candidimonas	Betaproteobacteria	Pseudomonadota
Goekera	Actinomycetes	Actinomycetota
Cellulosilyticum	Clostridia	Bacillota
Peristeroidobacter	Gammaproteobacteria	Pseudomonadota
Candidatus Cryosericum	Candidatus Cryosericia	Candidatus Cryosericota
Zeimonas	Betaproteobacteria	Pseudomonadota
Inhella	Betaproteobacteria	Pseudomonadota
Apibacter	Flavobacteriia	Bacteroidota
Bipolaricaulis	NA	Candidatus Bipolaricaulota
Telmatospirillum	Alphaproteobacteria	Pseudomonadota
Chitinivorax	Betaproteobacteria	Pseudomonadota
Pseudocnuella	Chitinophagia	Bacteroidota
Caproiciproducens	Clostridia	Bacillota
Lacibacter	Chitinophagia	Bacteroidota
Oleiharenicola	Opitutae	Verrucomicrobiota
Candidatus Borkfalkia	Clostridia	Bacillota
Oryzomonas	Desulfuromonadia	Thermodesulfobacteriota
Ktedonosporobacter	Ktedonobacteria	Chloroflexota
Pseudolysobacter	Gammaproteobacteria	Pseudomonadota
Aquirufa	Cytophagia	Bacteroidota
Seongchinamella	Gammaproteobacteria	Pseudomonadota
Marimicrobium	Gammaproteobacteria	Pseudomonadota
Paraluminiphilus	Gammaproteobacteria	Pseudomonadota
Aeoliella	Planctomycetia	Planctomycetota
Stratiformator	Planctomycetia	Planctomycetota
Caulifigura	Planctomycetia	Planctomycetota
Alienimonas	Planctomycetia	Planctomycetota
Pseudobythopirellula	Planctomycetia	Planctomycetota
Symmachiella	Planctomycetia	Planctomycetota
Botrimarina	Planctomycetia	Planctomycetota
Bythopirellula	Planctomycetia	Planctomycetota
Novipirellula	Planctomycetia	Planctomycetota
Stieleria	Planctomycetia	Planctomycetota
Pirellulimonas	Planctomycetia	Planctomycetota
Lignipirellula	Planctomycetia	Planctomycetota
Anatilimnocola	Planctomycetia	Planctomycetota
Urbifossiella	Planctomycetia	Planctomycetota
Lacipirellula	Planctomycetia	Planctomycetota
Maioricimonas	Planctomycetia	Planctomycetota
Calycomorphotria	Planctomycetia	Planctomycetota
Parasulfuritortus	Betaproteobacteria	Pseudomonadota
Seonamhaeicola	Flavobacteriia	Bacteroidota
Aestuariirhabdus	Gammaproteobacteria	Pseudomonadota
Lichenihabitans	Alphaproteobacteria	Pseudomonadota
Planctomonas	Actinomycetes	Actinomycetota
Acetomicrobium	Synergistia	Synergistota
Acidaminobacter	Clostridia	Bacillota
Microseira	Cyanophyceae	Cyanobacteriota
Aquicella	Gammaproteobacteria	Pseudomonadota
Roseibaca	Alphaproteobacteria	Pseudomonadota
Roseisalinus	Alphaproteobacteria	Pseudomonadota
Arachidicoccus	Chitinophagia	Bacteroidota
Marimonas	Alphaproteobacteria	Pseudomonadota
Antarcticimicrobium	Alphaproteobacteria	Pseudomonadota
Jeotgalibacillus	Bacilli	Bacillota
Propylenella	Alphaproteobacteria	Pseudomonadota
Oecophyllibacter	Alphaproteobacteria	Pseudomonadota
Formicincola	Alphaproteobacteria	Pseudomonadota
Vitreimonas	Alphaproteobacteria	Pseudomonadota
Rhodoligotrophos	Alphaproteobacteria	Pseudomonadota
Sinimarinibacterium	Gammaproteobacteria	Pseudomonadota
Geomonas	Desulfuromonadia	Thermodesulfobacteriota
Pacificoceanicola	Alphaproteobacteria	Pseudomonadota
Pontibacter	Cytophagia	Bacteroidota
Microcoleus	Cyanophyceae	Cyanobacteriota
Parasutterella	Betaproteobacteria	Pseudomonadota
Paucihalobacter	Flavobacteriia	Bacteroidota
Polyangium	NA	Myxococcota
Desulfosediminicola	Desulfobulbia	Thermodesulfobacteriota
Candidatus Bandiella	Alphaproteobacteria	Pseudomonadota
Chitiniphilus	Betaproteobacteria	Pseudomonadota
Mycetohabitans	Betaproteobacteria	Pseudomonadota
Ornithinicoccus	Actinomycetes	Actinomycetota
Aquibacillus	Bacilli	Bacillota
Phragmitibacter	Verrucomicrobiae	Verrucomicrobiota
Nibricoccus	Opitutae	Verrucomicrobiota
Zongyanglinia	Alphaproteobacteria	Pseudomonadota
Jejubacter	Gammaproteobacteria	Pseudomonadota
Paroceanicella	Alphaproteobacteria	Pseudomonadota
Desulfohalovibrio	Desulfovibrionia	Thermodesulfobacteriota
Luteithermobacter	Alphaproteobacteria	Pseudomonadota
Antrihabitans	Actinomycetes	Actinomycetota
Companilactobacillus	Bacilli	Bacillota
Desulfobotulus	Desulfobacteria	Thermodesulfobacteriota
Vineibacter	Alphaproteobacteria	Pseudomonadota
Amaricoccus	Alphaproteobacteria	Pseudomonadota
Schumannella	Actinomycetes	Actinomycetota
Exilibacterium	Gammaproteobacteria	Pseudomonadota
Denitrobaculum	Alphaproteobacteria	Pseudomonadota
Casimicrobium	Betaproteobacteria	Pseudomonadota
Glacieibacterium	Alphaproteobacteria	Pseudomonadota
Selenomonas	Negativicutes	Bacillota
Kaustia	Alphaproteobacteria	Pseudomonadota
Ferrovibrio	Alphaproteobacteria	Pseudomonadota
Lacisediminihabitans	Actinomycetes	Actinomycetota
Candidatus Uabimicrobium	Candidatus Uabimicrobiia	Planctomycetota
Alkalicoccobacillus	Bacilli	Bacillota
Tomitella	Actinomycetes	Actinomycetota
Fluviicola	Flavobacteriia	Bacteroidota
Rariglobus	Opitutae	Verrucomicrobiota
Limnoglobus	Planctomycetia	Planctomycetota
Microvenator	Deltaproteobacteria	NA
Baekduia	Thermoleophilia	Actinomycetota
Sideroxydans	Betaproteobacteria	Pseudomonadota
Edaphocola	Chitinophagia	Bacteroidota
Hypericibacter	Alphaproteobacteria	Pseudomonadota
Pelomicrobium	Hydrogenophilia	Pseudomonadota
Ruania	Actinomycetes	Actinomycetota
Lacisediminimonas	Betaproteobacteria	Pseudomonadota
Rhabdaerophilum	Alphaproteobacteria	Pseudomonadota
Lolliginicoccus	Actinomycetes	Actinomycetota
Roseiconus	Planctomycetia	Planctomycetota
Pukyongiella	Alphaproteobacteria	Pseudomonadota
Manganitrophus	Nitrospiria	Nitrospirota
Sodaliphilus	Bacteroidia	Bacteroidota
Antarcticirhabdus	Alphaproteobacteria	Pseudomonadota
Calorimonas	Clostridia	Bacillota
Ginsengibacter	Chitinophagia	Bacteroidota
Stammera	Gammaproteobacteria	Pseudomonadota
Asaia	Alphaproteobacteria	Pseudomonadota
Parvibaculum	Alphaproteobacteria	Pseudomonadota
Foetidibacter	Chitinophagia	Bacteroidota
Segnochrobactrum	Alphaproteobacteria	Pseudomonadota
Rathayibacter	Actinomycetes	Actinomycetota
Kineococcus	Actinomycetes	Actinomycetota
Marinihelvus	Gammaproteobacteria	Pseudomonadota
Histidinibacterium	Alphaproteobacteria	Pseudomonadota
Rudanella	Cytophagia	Bacteroidota
Pseudoclavibacter	Actinomycetes	Actinomycetota
Methylococcus	Gammaproteobacteria	Pseudomonadota
Kangiella	Gammaproteobacteria	Pseudomonadota
Erwinia	Gammaproteobacteria	Pseudomonadota
Solwaraspora	Actinomycetes	Actinomycetota
Trichocoleus	Cyanophyceae	Cyanobacteriota
Geomicrobium	Bacilli	Bacillota
Imperialibacter	Cytophagia	Bacteroidota
Citromicrobium	Alphaproteobacteria	Pseudomonadota
Malikia	Betaproteobacteria	Pseudomonadota
Lentimonas	NA	Verrucomicrobiota
Providencia	Gammaproteobacteria	Pseudomonadota
Viridibacillus	Bacilli	Bacillota
Flammeovirga	Cytophagia	Bacteroidota
Solibacillus	Bacilli	Bacillota
NA	NA	Atribacterota
Flagellimonas	Flavobacteriia	Bacteroidota
Exiguobacterium	Bacilli	Bacillota
Barnesiella	Bacteroidia	Bacteroidota
Thermodesulfovibrio	Thermodesulfovibrionia	Nitrospirota
Sphaerospermopsis	Cyanophyceae	Cyanobacteriota
Aestuariivirga	Alphaproteobacteria	Pseudomonadota
Kingella	Betaproteobacteria	Pseudomonadota
Holdemanella	Erysipelotrichia	Bacillota
Kovacikia	Cyanophyceae	Cyanobacteriota
Alkalibaculum	Clostridia	Bacillota
Limnovirga	Chitinophagia	Bacteroidota
Fertoeibacter	Alphaproteobacteria	Pseudomonadota
Aquimonas	Gammaproteobacteria	Pseudomonadota
Castellaniella	Betaproteobacteria	Pseudomonadota
Venatoribacter	Gammaproteobacteria	Pseudomonadota
Ferruginivarius	Alphaproteobacteria	Pseudomonadota
Roseimaritima	Planctomycetia	Planctomycetota
Raineyella	Actinomycetes	Actinomycetota
Halovulum	Alphaproteobacteria	Pseudomonadota
Thiosulfatimonas	Gammaproteobacteria	Pseudomonadota
Occultella	Actinomycetes	Actinomycetota
Pseudomethylobacillus	Betaproteobacteria	Pseudomonadota
Galactobacter	Actinomycetes	Actinomycetota
Coxiella	Gammaproteobacteria	Pseudomonadota
Phnomibacter	Chitinophagia	Bacteroidota
Ornithinibacillus	Bacilli	Bacillota
Chelativorans	Alphaproteobacteria	Pseudomonadota
Tepidiforma	Tepidiformia	Chloroflexota
Xiamenia	Coriobacteriia	Actinomycetota
Telluria	Betaproteobacteria	Pseudomonadota
Spartinivicinus	Gammaproteobacteria	Pseudomonadota
Zwartia	Betaproteobacteria	Pseudomonadota
Lichenicoccus	Alphaproteobacteria	Pseudomonadota
Cognatazoarcus	Betaproteobacteria	Pseudomonadota
Craterilacuibacter	Betaproteobacteria	Pseudomonadota
Terricaulis	Alphaproteobacteria	Pseudomonadota
Vondammii	Gammaproteobacteria	Pseudomonadota
Rothia	Actinomycetes	Actinomycetota
Stagnimonas	Gammaproteobacteria	Pseudomonadota
Myxacorys	Cyanophyceae	Cyanobacteriota
Acerihabitans	Gammaproteobacteria	Pseudomonadota
Sunxiuqinia	Bacteroidia	Bacteroidota
Alkalinema	Cyanophyceae	Cyanobacteriota
Oceanomicrobium	Alphaproteobacteria	Pseudomonadota
Hufsiella	Sphingobacteriia	Bacteroidota
Aristophania	Alphaproteobacteria	Pseudomonadota
Tichowtungia	Tichowtungiia	Kiritimatiellota
Bhargavaea	Bacilli	Bacillota
Heliomicrobium	Clostridia	Bacillota
Capillibacterium	NA	Bacillota
Caldichromatium	Gammaproteobacteria	Pseudomonadota
Limnofasciculus	Cyanophyceae	Cyanobacteriota
Gardnerella	Actinomycetes	Actinomycetota
Roseilinea	Candidatus Thermofonsia	Chloroflexota
Catenulispora	Actinomycetes	Actinomycetota
Candidatus Nitrohelix	Nitrospinia	Nitrospinota
Tepidicella	Betaproteobacteria	Pseudomonadota
Pseudolysinimonas	Actinomycetes	Actinomycetota
Marisediminicola	Actinomycetes	Actinomycetota
Nordella	Alphaproteobacteria	Pseudomonadota
Salaquimonas	Alphaproteobacteria	Pseudomonadota
Pseudenhygromyxa	NA	Myxococcota
Thalassoroseus	Planctomycetia	Planctomycetota
Crateriforma	Planctomycetia	Planctomycetota
Neorhodopirellula	Planctomycetia	Planctomycetota
Perlabentimonas	Bacteroidia	Bacteroidota
Sulfurimicrobium	Betaproteobacteria	Pseudomonadota
Dissulfurispira	Thermodesulfovibrionia	Nitrospirota
Laspinema	Cyanophyceae	Cyanobacteriota
Gephyromycinifex	Actinomycetes	Actinomycetota
NA	Ktedonobacteria	Chloroflexota
Cardiobacterium	Gammaproteobacteria	Pseudomonadota
Rhizohabitans	Actinomycetes	Actinomycetota
Marinagarivorans	Gammaproteobacteria	Pseudomonadota
Iamia	Acidimicrobiia	Actinomycetota
Tepidanaerobacter	Clostridia	Bacillota
Adlercreutzia	Coriobacteriia	Actinomycetota
Haematospirillum	Alphaproteobacteria	Pseudomonadota
Pacificispira	Alphaproteobacteria	Pseudomonadota
Sulfobacillus	Clostridia	Bacillota
Usitatibacter	Betaproteobacteria	Pseudomonadota
Symbiobacterium	Clostridia	Bacillota
Leptothrix	Betaproteobacteria	Pseudomonadota
Frigoriflavimonas	Flavobacteriia	Bacteroidota
Alterinioella	Alphaproteobacteria	Pseudomonadota
Syntrophothermus	Clostridia	Bacillota
Vagococcus	Bacilli	Bacillota
Micropruina	Actinomycetes	Actinomycetota
NA	Chthonomonadetes	Armatimonadota
Desulfofustis	Desulfobulbia	Thermodesulfobacteriota
Peptococcus	Clostridia	Bacillota
Marinifaba	Gammaproteobacteria	Pseudomonadota
Limosilactobacillus	Bacilli	Bacillota
Salicibibacter	Bacilli	Bacillota
Candidatus Methylacidithermus	Methylacidiphilae	Verrucomicrobiota
Pikeienuella	Alphaproteobacteria	Pseudomonadota
Oceaniferula	Verrucomicrobiae	Verrucomicrobiota
Iningainema	Cyanophyceae	Cyanobacteriota
Salinicoccus	Bacilli	Bacillota
NA	NA	Candidatus Sungbacteria
Pontiella	Kiritimatiellia	Kiritimatiellota
Rhabdothermincola	Acidimicrobiia	Actinomycetota
Haloechinothrix	Actinomycetes	Actinomycetota
Thermohalobaculum	Alphaproteobacteria	Pseudomonadota
Hakubella	NA	Actinomycetota
Mesopusillimonas	Betaproteobacteria	Pseudomonadota
Variimorphobacter	Clostridia	Bacillota
Thermogemmata	Planctomycetia	Planctomycetota
Sediminihaliea	Gammaproteobacteria	Pseudomonadota
Schaalia	Actinomycetes	Actinomycetota
Thermaurantiacus	Alphaproteobacteria	Pseudomonadota
Sandaracinobacteroides	Alphaproteobacteria	Pseudomonadota
Aquariibacter	Betaproteobacteria	Pseudomonadota
Natronospirillum	Gammaproteobacteria	Pseudomonadota
Daejeonella	Sphingobacteriia	Bacteroidota
Pelagibius	Alphaproteobacteria	Pseudomonadota
Dysosmobacter	Clostridia	Bacillota
Alloacidobacterium	Terriglobia	Acidobacteriota
Boseongicola	Alphaproteobacteria	Pseudomonadota
Gehongia	Clostridia	Bacillota
Ligaoa	Clostridia	Bacillota
Zhenhengia	Clostridia	Bacillota
Sideroxyarcus	Betaproteobacteria	Pseudomonadota
Oryzibacter	Alphaproteobacteria	Pseudomonadota
Taishania	Flavobacteriia	Bacteroidota
Oryzicola	Alphaproteobacteria	Pseudomonadota
Halomicronema	Cyanophyceae	Cyanobacteriota
Levilactobacillus	Bacilli	Bacillota
Candidatus Laterigemmans	Planctomycetia	Planctomycetota
Pelovirga	Desulfuromonadia	Thermodesulfobacteriota
Neiella	Gammaproteobacteria	Pseudomonadota
Pelorhabdus	Negativicutes	Bacillota
Desulfolutivibrio	Desulfovibrionia	Thermodesulfobacteriota
Pelagicoccus	Opitutae	Verrucomicrobiota
Aestuariimicrobium	Actinomycetes	Actinomycetota
Kluyvera	Gammaproteobacteria	Pseudomonadota
Pseudomarimonas	Gammaproteobacteria	Pseudomonadota
Frigoriglobus	Planctomycetia	Planctomycetota
Myceligenerans	Actinomycetes	Actinomycetota
Romeriopsis	Cyanophyceae	Cyanobacteriota
Ktedonobacter	Ktedonobacteria	Chloroflexota
Halonatronomonas	Clostridia	Bacillota
Anthocerotibacter	Cyanophyceae	Cyanobacteriota
Methyloradius	Betaproteobacteria	Pseudomonadota
Marixanthomonas	Flavobacteriia	Bacteroidota
Faecalibacter	Flavobacteriia	Bacteroidota
NA	Lentisphaeria	Lentisphaerota
Petrachloros	Cyanophyceae	Cyanobacteriota
Chryseosolibacter	Cytophagia	Bacteroidota
Dawidia	Cytophagia	Bacteroidota
Anaeromicropila	Clostridia	Bacillota
Nucisporomicrobium	Actinomycetes	Actinomycetota
Pinirhizobacter	Gammaproteobacteria	Pseudomonadota
Geminisphaera	Opitutae	Verrucomicrobiota
Terriglobus	Terriglobia	Acidobacteriota
Actinomarinicola	Acidimicrobiia	Actinomycetota
Thermincola	Clostridia	Bacillota
Amazonocrinis	Cyanophyceae	Cyanobacteriota
Symbiopectobacterium	Gammaproteobacteria	Pseudomonadota
Desulfolithobacter	Desulfobulbia	Thermodesulfobacteriota
Sulfurimonas	Epsilonproteobacteria	Campylobacterota
Parachlamydia	Chlamydiia	Chlamydiota
Methylacidimicrobium	NA	Verrucomicrobiota
Geomesophilobacter	Desulfuromonadia	Thermodesulfobacteriota
Mammaliicoccus	Bacilli	Bacillota
Fuscibacter	Alphaproteobacteria	Pseudomonadota
Yinghuangia	Actinomycetes	Actinomycetota
Flagellatimonas	Gammaproteobacteria	Pseudomonadota
Neotabrizicola	Alphaproteobacteria	Pseudomonadota
Humisphaera	Phycisphaerae	Planctomycetota
Actinocatenispora	Actinomycetes	Actinomycetota
Parashewanella	Gammaproteobacteria	Pseudomonadota
NA	Epsilonproteobacteria	Campylobacterota
Paralysiella	Betaproteobacteria	Pseudomonadota
Robbsia	Betaproteobacteria	Pseudomonadota
Aridibaculum	Chitinophagia	Bacteroidota
Tannerella	Bacteroidia	Bacteroidota
Amphritea	Gammaproteobacteria	Pseudomonadota
Sabulicella	Alphaproteobacteria	Pseudomonadota
NA	Thermodesulfovibrionia	Nitrospirota
Longitalea	Chitinophagia	Bacteroidota
Arenibaculum	Alphaproteobacteria	Pseudomonadota
Herbiconiux	Actinomycetes	Actinomycetota
Sulfurospirillum	Epsilonproteobacteria	Campylobacterota
Rikenella	Bacteroidia	Bacteroidota
Yersinia	Gammaproteobacteria	Pseudomonadota
Alkalibacter	Clostridia	Bacillota
Pinisolibacter	Alphaproteobacteria	Pseudomonadota
Spirabiliibacterium	Gammaproteobacteria	Pseudomonadota
Naasia	Actinomycetes	Actinomycetota
Sinanaerobacter	Clostridia	Bacillota
Magnetovibrio	Alphaproteobacteria	Pseudomonadota
Sulfidibacter	Holophagae	Acidobacteriota
NA	NA	Myxococcota
Pengzhenrongella	Actinomycetes	Actinomycetota
Thermonema	Cytophagia	Bacteroidota
Sagittula	Alphaproteobacteria	Pseudomonadota
Hydrogenophilus	Hydrogenophilia	Pseudomonadota
Pararoseomonas	Alphaproteobacteria	Pseudomonadota
Gottfriedia	Bacilli	Bacillota
Tropicibacter	Alphaproteobacteria	Pseudomonadota
Candidatus Protochlamydia	Chlamydiia	Chlamydiota
Desulfobacula	Desulfobacteria	Thermodesulfobacteriota
Stakelama	Alphaproteobacteria	Pseudomonadota
Oceanirhabdus	Clostridia	Bacillota
Paraneptunicella	Gammaproteobacteria	Pseudomonadota
Desulfovulcanus	Desulfovibrionia	Thermodesulfobacteriota
Pseudochrobactrum	Alphaproteobacteria	Pseudomonadota
Leptodesmis	Cyanophyceae	Cyanobacteriota
Phosphitispora	Clostridia	Bacillota
Sutcliffiella	Bacilli	Bacillota
Methylomarinovum	Gammaproteobacteria	Pseudomonadota
Prosthecodimorpha	Alphaproteobacteria	Pseudomonadota
Acetanaerobacterium	Clostridia	Bacillota
Citreicella	Alphaproteobacteria	Pseudomonadota
Miltoncostaea	Thermoleophilia	Actinomycetota
Herbidospora	Actinomycetes	Actinomycetota
Geoalkalibacter	Desulfuromonadia	Thermodesulfobacteriota
Atribacter	Atribacteria	Atribacterota
Aquihabitans	Acidimicrobiia	Actinomycetota
Sedimentimonas	Alphaproteobacteria	Pseudomonadota
Anianabacter	Alphaproteobacteria	Pseudomonadota
Pinibacter	Chitinophagia	Bacteroidota
Phytoplasma	Mollicutes	Mycoplasmatota
Flavimobilis	Actinomycetes	Actinomycetota
Pseudoruegeria	Alphaproteobacteria	Pseudomonadota
Pseudemcibacter	Alphaproteobacteria	Pseudomonadota
Pseudohoeflea	Alphaproteobacteria	Pseudomonadota
Hyalangium	Myxococcia	Myxococcota
Horticoccus	Opitutae	Verrucomicrobiota
Motilimonas	Gammaproteobacteria	Pseudomonadota
Flavimaribacter	Alphaproteobacteria	Pseudomonadota
Oscillochloris	Chloroflexia	Chloroflexota
Tunicatimonas	Cytophagia	Bacteroidota
Acidiferrimicrobium	Acidimicrobiia	Actinomycetota
Parachryseolinea	Cytophagia	Bacteroidota
Psittacicella	Gammaproteobacteria	Pseudomonadota
Macrococcus	Bacilli	Bacillota
Argonema	Cyanophyceae	Cyanobacteriota
Jidongwangia	Actinomycetes	Actinomycetota
Beggiatoa	Gammaproteobacteria	Pseudomonadota
Fusicatenibacter	Clostridia	Bacillota
Capillimicrobium	Thermoleophilia	Actinomycetota
Dermatobacter	Acidimicrobiia	Actinomycetota
Planobispora	Actinomycetes	Actinomycetota
Roseithermus	Rhodothermia	Rhodothermota
Scleromatobacter	Betaproteobacteria	Pseudomonadota
Merdimmobilis	Clostridia	Bacillota
Aquincola	Betaproteobacteria	Pseudomonadota
Borrelia	Spirochaetia	Spirochaetota
Rubinisphaera	Planctomycetia	Planctomycetota
Pseudophaeobacter	Alphaproteobacteria	Pseudomonadota
Candidatus Solincola	Candidatus Geothermincolia	Actinomycetota
Paralcaligenes	Betaproteobacteria	Pseudomonadota
Roseivirga	Cytophagia	Bacteroidota
Pedomonas	Alphaproteobacteria	Pseudomonadota
Solicola	Actinomycetes	Actinomycetota
Octadecabacter	Alphaproteobacteria	Pseudomonadota
Maritalea	Alphaproteobacteria	Pseudomonadota
Geotalea	Desulfuromonadia	Thermodesulfobacteriota
Gelidibacter	Flavobacteriia	Bacteroidota
Sphaerotilus	Betaproteobacteria	Pseudomonadota
Epibacterium	Alphaproteobacteria	Pseudomonadota
Wielerella	Betaproteobacteria	Pseudomonadota
Avibacterium	Gammaproteobacteria	Pseudomonadota
Desulforhabdus	Syntrophobacteria	Thermodesulfobacteriota
Mesosutterella	Betaproteobacteria	Pseudomonadota
Laceyella	Bacilli	Bacillota
Candidatus Rhabdochlamydia	Chlamydiia	Chlamydiota
Microbaculum	Alphaproteobacteria	Pseudomonadota
Caldicellulosiruptor	Clostridia	Bacillota
Anaerobiospirillum	Gammaproteobacteria	Pseudomonadota
Anaerosoma	Coriobacteriia	Actinomycetota
Caloramator	Clostridia	Bacillota
Lachnoclostridium	Clostridia	Bacillota
Agarivorans	Gammaproteobacteria	Pseudomonadota
Dolosigranulum	Bacilli	Bacillota
Limibaculum	Alphaproteobacteria	Pseudomonadota
Parvivirga	Coriobacteriia	Actinomycetota
Flintibacter	Clostridia	Bacillota
Vermiculatibacterium	Clostridia	Bacillota
Nitrobacter	Alphaproteobacteria	Pseudomonadota
Gilvimarinus	Gammaproteobacteria	Pseudomonadota
Paucimonas	Betaproteobacteria	Pseudomonadota
Lutimaribacter	Alphaproteobacteria	Pseudomonadota
Oxalobacter	Betaproteobacteria	Pseudomonadota
Alkaliflexus	Bacteroidia	Bacteroidota
Paraconexibacter	Thermoleophilia	Actinomycetota
Curtanaerobium	Coriobacteriia	Actinomycetota
Lichenifustis	Alphaproteobacteria	Pseudomonadota
Berkiella	Gammaproteobacteria	Pseudomonadota
Thermalbibacter	Thermomicrobia	Thermomicrobiota
Brachyspira	Spirochaetia	Spirochaetota
Hephaestia	Alphaproteobacteria	Pseudomonadota
Ancylothrix	Cyanophyceae	Cyanobacteriota
Thermoleophilum	Thermoleophilia	Actinomycetota
Syntrophotalea	Desulfuromonadia	Thermodesulfobacteriota
Futiania	Alphaproteobacteria	Pseudomonadota
Alkalimarinus	Gammaproteobacteria	Pseudomonadota
Aquiflexum	Cytophagia	Bacteroidota
Chitinolyticbacter	Betaproteobacteria	Pseudomonadota
Aestuariibaculum	Flavobacteriia	Bacteroidota
Protaetiibacter	Actinomycetes	Actinomycetota
Frigidibacter	Alphaproteobacteria	Pseudomonadota
Fontisphaera	Verrucomicrobiae	Verrucomicrobiota
Govania	Alphaproteobacteria	Pseudomonadota
Oryzihumus	Actinomycetes	Actinomycetota
Marortus	Gammaproteobacteria	Pseudomonadota
Aldersonia	Actinomycetes	Actinomycetota
Pigmentibacter	Oligoflexia	Bdellovibrionota
Winslowiella	Gammaproteobacteria	Pseudomonadota
Silvimonas	Betaproteobacteria	Pseudomonadota
Alkalihalobacterium	Bacilli	Bacillota
Catenovulum	Gammaproteobacteria	Pseudomonadota
Aedoeadaptatus	Tissierellia	Bacillota
Brotonthovivens	Clostridia	Bacillota
Anthropogastromicrobium	Clostridia	Bacillota
Paraflavisolibacter	Chitinophagia	Bacteroidota
Plectonema	Cyanophyceae	Cyanobacteriota
Lawsonibacter	Clostridia	Bacillota
Gaoshiqia	Bacteroidia	Bacteroidota
Pedococcus	Actinomycetes	Actinomycetota
Limobrevibacterium	Alphaproteobacteria	Pseudomonadota
Prosthecochloris	Chlorobiia	Chlorobiota
Mangrovivirga	Cytophagia	Bacteroidota
Stigmatella	Myxococcia	Myxococcota
Parathalassolituus	Gammaproteobacteria	Pseudomonadota
Thermodesulfomicrobium	Desulfovibrionia	Thermodesulfobacteriota
NA	Dehalococcoidia	Chloroflexota
Cerasicoccus	Opitutae	Verrucomicrobiota
Roseofilum	Cyanophyceae	Cyanobacteriota
NA	Desulfobulbia	Thermodesulfobacteriota
Thomasclavelia	Erysipelotrichia	Bacillota
Dinoroseobacter	Alphaproteobacteria	Pseudomonadota
Jeotgalibaca	Bacilli	Bacillota
Spongiactinospora	Actinomycetes	Actinomycetota
Microbacter	Bacteroidia	Bacteroidota
Aliiglaciecola	Gammaproteobacteria	Pseudomonadota
Tissierella	Tissierellia	Bacillota
Brooklawnia	Actinomycetes	Actinomycetota
Klugiella	Actinomycetes	Actinomycetota
Litchfieldia	Bacilli	Bacillota
Bermanella	Gammaproteobacteria	Pseudomonadota
Proteiniborus	Clostridia	Bacillota
Thermomicrobium	Thermomicrobia	Thermomicrobiota
Alloyangia	Alphaproteobacteria	Pseudomonadota
Anaerovirgula	Clostridia	Bacillota
Nitrococcus	Gammaproteobacteria	Pseudomonadota
Congregibacter	Gammaproteobacteria	Pseudomonadota
Thermochromatium	Gammaproteobacteria	Pseudomonadota
Syntrophus	Syntrophia	Thermodesulfobacteriota
Prochlorothrix	Cyanophyceae	Cyanobacteriota
Pedosphaera	Verrucomicrobiae	Verrucomicrobiota
Pelodictyon	Chlorobiia	Chlorobiota
Thiorhodococcus	Gammaproteobacteria	Pseudomonadota
Propionimicrobium	Actinomycetes	Actinomycetota
Phascolarctobacterium	Negativicutes	Bacillota
Zymobacter	Gammaproteobacteria	Pseudomonadota
Simkania	Chlamydiia	Chlamydiota
Solibacter	Terriglobia	Acidobacteriota
Desulfosalsimonas	Desulfobacteria	Thermodesulfobacteriota
Halospina	Gammaproteobacteria	Pseudomonadota
Goodfellowiella	Actinomycetes	Actinomycetota
